window_id,file,win_idx,true_label,predicted,prob,correct,cam_peak_hz,cam_peak_band,sig_peak_hz,sig_peak_band
BKG_19188,aaaaardf_s005_t002.pt,25,0,BACKGROUND,0.0291,True,11,Alpha,2,Delta
BKG_19189,aaaaardf_s005_t002.pt,26,0,BACKGROUND,0.0051,True,2,Delta,2,Delta
BKG_19190,aaaaardf_s005_t002.pt,27,0,BACKGROUND,0.0257,True,11,Alpha,2,Delta
BKG_19191,aaaaardf_s005_t002.pt,28,0,BACKGROUND,0.0186,True,11,Alpha,2,Delta
BKG_19192,aaaaardf_s005_t002.pt,29,0,BACKGROUND,0.009,True,11,Alpha,2,Delta
BKG_19193,aaaaardf_s005_t002.pt,30,0,BACKGROUND,0.0064,True,11,Alpha,2,Delta
BKG_19194,aaaaardf_s005_t002.pt,31,0,BACKGROUND,0.0056,True,11,Alpha,2,Delta
BKG_19195,aaaaardf_s005_t002.pt,32,0,BACKGROUND,0.0034,True,11,Alpha,2,Delta
BKG_19196,aaaaardf_s005_t002.pt,33,0,BACKGROUND,0.0274,True,11,Alpha,2,Delta
BKG_19197,aaaaardf_s005_t002.pt,34,0,BACKGROUND,0.0287,True,11,Alpha,2,Delta
BKG_19198,aaaaardf_s005_t002.pt,35,0,BACKGROUND,0.0663,True,2,Delta,2,Delta
BKG_19199,aaaaardf_s005_t002.pt,36,0,BACKGROUND,0.0081,True,11,Alpha,2,Delta
BKG_19200,aaaaardf_s005_t002.pt,37,0,BACKGROUND,0.0049,True,11,Alpha,2,Delta
BKG_19201,aaaaardf_s005_t002.pt,38,0,BACKGROUND,0.017,True,11,Alpha,2,Delta
BKG_19202,aaaaardf_s005_t002.pt,39,0,BACKGROUND,0.0452,True,21,Beta,2,Delta
BKG_19203,aaaaardf_s005_t002.pt,40,0,BACKGROUND,0.0108,True,11,Alpha,2,Delta
BKG_19204,aaaaardf_s005_t002.pt,41,0,BACKGROUND,0.0094,True,2,Delta,2,Delta
BKG_19205,aaaaardf_s005_t002.pt,42,0,BACKGROUND,0.023,True,29,Beta,2,Delta
BKG_19206,aaaaardf_s005_t002.pt,43,0,BACKGROUND,0.0054,True,21,Beta,2,Delta
BKG_19207,aaaaardf_s005_t002.pt,44,0,BACKGROUND,0.0091,True,11,Alpha,2,Delta
BKG_19208,aaaaardf_s005_t002.pt,45,0,BACKGROUND,0.0123,True,11,Alpha,2,Delta
BKG_19209,aaaaardf_s005_t002.pt,46,0,BACKGROUND,0.0032,True,11,Alpha,2,Delta
BKG_19210,aaaaardf_s005_t002.pt,47,0,BACKGROUND,0.0032,True,11,Alpha,2,Delta
BKG_19211,aaaaardf_s005_t002.pt,48,0,BACKGROUND,0.0091,True,21,Beta,2,Delta
BKG_19212,aaaaardf_s005_t002.pt,49,0,BACKGROUND,0.0097,True,2,Delta,2,Delta
BKG_19213,aaaaardf_s005_t002.pt,50,0,BACKGROUND,0.0413,True,29,Beta,2,Delta
BKG_19214,aaaaardf_s005_t002.pt,51,0,BACKGROUND,0.0246,True,29,Beta,2,Delta
BKG_19215,aaaaardf_s005_t002.pt,52,0,BACKGROUND,0.0243,True,11,Alpha,2,Delta
BKG_19216,aaaaardf_s005_t002.pt,53,0,BACKGROUND,0.0087,True,11,Alpha,2,Delta
BKG_19217,aaaaardf_s005_t002.pt,54,0,BACKGROUND,0.0211,True,2,Delta,2,Delta
SEI_19218,aaaaardf_s005_t002.pt,55,1,BACKGROUND,0.015,False,11,Alpha,2,Delta
SEI_19219,aaaaardf_s005_t002.pt,56,1,BACKGROUND,0.0146,False,11,Alpha,2,Delta
SEI_19220,aaaaardf_s005_t002.pt,57,1,BACKGROUND,0.006,False,11,Alpha,2,Delta
BKG_19221,aaaaardf_s005_t002.pt,58,0,BACKGROUND,0.0115,True,11,Alpha,2,Delta
BKG_19222,aaaaardf_s005_t003.pt,0,0,BACKGROUND,0.2263,True,2,Delta,2,Delta
BKG_19223,aaaaardf_s005_t003.pt,1,0,BACKGROUND,0.0443,True,2,Delta,2,Delta
BKG_19224,aaaaardf_s005_t003.pt,2,0,BACKGROUND,0.0397,True,2,Delta,2,Delta
BKG_19225,aaaaardf_s005_t003.pt,3,0,BACKGROUND,0.4015,True,2,Delta,2,Delta
BKG_19226,aaaaardf_s005_t003.pt,4,0,BACKGROUND,0.1448,True,2,Delta,2,Delta
BKG_19227,aaaaardf_s005_t003.pt,5,0,BACKGROUND,0.1878,True,2,Delta,2,Delta
BKG_19228,aaaaardf_s005_t003.pt,6,0,BACKGROUND,0.1385,True,2,Delta,2,Delta
BKG_19229,aaaaardf_s005_t003.pt,7,0,SEIZURE,0.5383,False,39,Gamma,2,Delta
BKG_19230,aaaaardf_s005_t003.pt,8,0,BACKGROUND,0.3391,True,2,Delta,2,Delta
BKG_19231,aaaaardf_s005_t003.pt,9,0,BACKGROUND,0.1697,True,2,Delta,2,Delta
BKG_19232,aaaaardf_s005_t003.pt,10,0,BACKGROUND,0.188,True,2,Delta,2,Delta
BKG_19233,aaaaardf_s005_t003.pt,11,0,BACKGROUND,0.0882,True,2,Delta,2,Delta
BKG_19234,aaaaardf_s005_t003.pt,12,0,BACKGROUND,0.1067,True,39,Gamma,2,Delta
BKG_19235,aaaaardf_s005_t003.pt,13,0,BACKGROUND,0.0245,True,2,Delta,2,Delta
BKG_19236,aaaaardf_s005_t003.pt,14,0,BACKGROUND,0.0197,True,2,Delta,2,Delta
BKG_19237,aaaaardf_s005_t003.pt,15,0,BACKGROUND,0.0591,True,2,Delta,2,Delta
BKG_19238,aaaaardf_s005_t003.pt,16,0,BACKGROUND,0.1635,True,39,Gamma,2,Delta
BKG_19239,aaaaardf_s005_t003.pt,17,0,BACKGROUND,0.1657,True,39,Gamma,2,Delta
BKG_19240,aaaaardf_s005_t003.pt,18,0,BACKGROUND,0.0812,True,2,Delta,2,Delta
BKG_19241,aaaaardf_s005_t003.pt,19,0,BACKGROUND,0.0246,True,2,Delta,2,Delta
BKG_19242,aaaaardf_s005_t003.pt,20,0,BACKGROUND,0.0337,True,2,Delta,2,Delta
BKG_19243,aaaaardf_s005_t003.pt,21,0,BACKGROUND,0.0723,True,2,Delta,2,Delta
BKG_19244,aaaaardf_s005_t003.pt,22,0,BACKGROUND,0.1587,True,2,Delta,2,Delta
BKG_19245,aaaaardf_s005_t003.pt,23,0,BACKGROUND,0.1925,True,2,Delta,2,Delta
BKG_19246,aaaaardf_s005_t003.pt,24,0,BACKGROUND,0.0676,True,2,Delta,2,Delta
BKG_19247,aaaaardf_s005_t003.pt,25,0,BACKGROUND,0.0266,True,2,Delta,2,Delta
BKG_19248,aaaaardf_s005_t003.pt,26,0,BACKGROUND,0.0567,True,2,Delta,2,Delta
BKG_19249,aaaaardf_s005_t003.pt,27,0,BACKGROUND,0.0359,True,2,Delta,2,Delta
BKG_19250,aaaaardf_s005_t003.pt,28,0,BACKGROUND,0.0894,True,11,Alpha,2,Delta
BKG_19251,aaaaardf_s005_t003.pt,29,0,BACKGROUND,0.0481,True,2,Delta,2,Delta
BKG_19252,aaaaardf_s005_t003.pt,30,0,BACKGROUND,0.0975,True,11,Alpha,2,Delta
BKG_19253,aaaaardf_s005_t003.pt,31,0,BACKGROUND,0.0273,True,2,Delta,2,Delta
BKG_19254,aaaaardf_s005_t003.pt,32,0,BACKGROUND,0.0692,True,11,Alpha,2,Delta
BKG_19255,aaaaardf_s005_t003.pt,33,0,BACKGROUND,0.0843,True,2,Delta,2,Delta
BKG_19256,aaaaardf_s005_t003.pt,34,0,BACKGROUND,0.0627,True,2,Delta,2,Delta
BKG_19257,aaaaardf_s005_t003.pt,35,0,BACKGROUND,0.0197,True,2,Delta,2,Delta
BKG_19258,aaaaardf_s005_t003.pt,36,0,BACKGROUND,0.0739,True,2,Delta,2,Delta
BKG_19259,aaaaardf_s005_t003.pt,37,0,BACKGROUND,0.129,True,39,Gamma,2,Delta
BKG_19260,aaaaardf_s005_t003.pt,38,0,BACKGROUND,0.0346,True,2,Delta,2,Delta
BKG_19261,aaaaardf_s005_t003.pt,39,0,BACKGROUND,0.0476,True,2,Delta,2,Delta
BKG_19262,aaaaardf_s005_t003.pt,40,0,BACKGROUND,0.1395,True,2,Delta,2,Delta
BKG_19263,aaaaardf_s005_t003.pt,41,0,BACKGROUND,0.0463,True,2,Delta,2,Delta
BKG_19264,aaaaardf_s005_t003.pt,42,0,BACKGROUND,0.1088,True,11,Alpha,2,Delta
BKG_19265,aaaaardf_s005_t003.pt,43,0,BACKGROUND,0.0937,True,2,Delta,2,Delta
BKG_19266,aaaaardf_s005_t003.pt,44,0,BACKGROUND,0.1066,True,2,Delta,2,Delta
BKG_19267,aaaaardf_s005_t003.pt,45,0,BACKGROUND,0.087,True,2,Delta,2,Delta
BKG_19268,aaaaardf_s005_t003.pt,46,0,BACKGROUND,0.1171,True,2,Delta,2,Delta
BKG_19269,aaaaardf_s005_t003.pt,47,0,BACKGROUND,0.1037,True,39,Gamma,2,Delta
BKG_19270,aaaaardf_s005_t003.pt,48,0,BACKGROUND,0.0893,True,2,Delta,2,Delta
BKG_19271,aaaaardf_s005_t003.pt,49,0,BACKGROUND,0.0799,True,2,Delta,2,Delta
BKG_19272,aaaaardf_s005_t003.pt,50,0,BACKGROUND,0.1135,True,2,Delta,2,Delta
BKG_19273,aaaaardf_s005_t003.pt,51,0,BACKGROUND,0.1147,True,2,Delta,2,Delta
BKG_19274,aaaaardf_s005_t003.pt,52,0,BACKGROUND,0.0414,True,2,Delta,2,Delta
BKG_19275,aaaaardf_s005_t003.pt,53,0,BACKGROUND,0.0294,True,2,Delta,2,Delta
BKG_19276,aaaaardf_s005_t003.pt,54,0,BACKGROUND,0.0825,True,2,Delta,2,Delta
BKG_19277,aaaaardf_s005_t003.pt,55,0,BACKGROUND,0.086,True,2,Delta,2,Delta
BKG_19278,aaaaardf_s005_t003.pt,56,0,BACKGROUND,0.14,True,39,Gamma,2,Delta
BKG_19279,aaaaardf_s005_t003.pt,57,0,BACKGROUND,0.2504,True,2,Delta,2,Delta
BKG_19280,aaaaardf_s005_t003.pt,58,0,BACKGROUND,0.0518,True,2,Delta,2,Delta
SEI_19281,aaaaardf_s005_t003.pt,59,1,BACKGROUND,0.0931,False,2,Delta,2,Delta
SEI_19282,aaaaardf_s005_t003.pt,60,1,BACKGROUND,0.1488,False,2,Delta,2,Delta
SEI_19283,aaaaardf_s005_t003.pt,61,1,BACKGROUND,0.0759,False,2,Delta,2,Delta
SEI_19284,aaaaardf_s005_t003.pt,62,1,BACKGROUND,0.0693,False,2,Delta,2,Delta
SEI_19285,aaaaardf_s005_t003.pt,63,1,BACKGROUND,0.0906,False,2,Delta,2,Delta
BKG_19286,aaaaardf_s005_t003.pt,64,0,BACKGROUND,0.0273,True,2,Delta,2,Delta
BKG_19287,aaaaardf_s005_t003.pt,65,0,BACKGROUND,0.0639,True,2,Delta,2,Delta
BKG_19288,aaaaardf_s005_t003.pt,66,0,BACKGROUND,0.2529,True,39,Gamma,2,Delta
BKG_19289,aaaaardf_s005_t003.pt,67,0,BACKGROUND,0.2319,True,39,Gamma,2,Delta
BKG_19290,aaaaardf_s005_t003.pt,68,0,BACKGROUND,0.3282,True,39,Gamma,2,Delta
BKG_19291,aaaaardf_s005_t003.pt,69,0,BACKGROUND,0.2396,True,39,Gamma,2,Delta
BKG_19292,aaaaardf_s005_t003.pt,70,0,BACKGROUND,0.0743,True,2,Delta,2,Delta
BKG_19293,aaaaardf_s005_t003.pt,71,0,BACKGROUND,0.1935,True,2,Delta,2,Delta
BKG_19294,aaaaardf_s005_t003.pt,72,0,BACKGROUND,0.3405,True,39,Gamma,2,Delta
BKG_19295,aaaaardf_s005_t003.pt,73,0,BACKGROUND,0.0662,True,2,Delta,2,Delta
BKG_19296,aaaaardf_s005_t003.pt,74,0,BACKGROUND,0.1844,True,2,Delta,2,Delta
BKG_19297,aaaaardf_s005_t003.pt,75,0,SEIZURE,0.6771,False,21,Beta,2,Delta
BKG_19298,aaaaardf_s005_t003.pt,76,0,BACKGROUND,0.3145,True,2,Delta,2,Delta
BKG_19299,aaaaardf_s005_t003.pt,77,0,BACKGROUND,0.119,True,39,Gamma,2,Delta
BKG_19300,aaaaardf_s005_t003.pt,78,0,BACKGROUND,0.0646,True,39,Gamma,2,Delta
BKG_19301,aaaaardf_s005_t003.pt,79,0,BACKGROUND,0.0661,True,2,Delta,2,Delta
BKG_19302,aaaaardf_s005_t003.pt,80,0,BACKGROUND,0.0952,True,2,Delta,2,Delta
BKG_19303,aaaaardf_s005_t003.pt,81,0,BACKGROUND,0.1417,True,2,Delta,2,Delta
BKG_19304,aaaaardf_s005_t003.pt,82,0,BACKGROUND,0.0478,True,2,Delta,2,Delta
BKG_19305,aaaaardf_s005_t003.pt,83,0,BACKGROUND,0.1121,True,39,Gamma,2,Delta
BKG_19306,aaaaardf_s005_t003.pt,84,0,BACKGROUND,0.1042,True,11,Alpha,2,Delta
BKG_19307,aaaaardf_s005_t003.pt,85,0,BACKGROUND,0.0999,True,2,Delta,2,Delta
BKG_19308,aaaaardf_s005_t003.pt,86,0,BACKGROUND,0.1834,True,2,Delta,2,Delta
BKG_19309,aaaaardf_s005_t003.pt,87,0,BACKGROUND,0.1104,True,2,Delta,2,Delta
BKG_19310,aaaaardf_s005_t003.pt,88,0,BACKGROUND,0.2286,True,2,Delta,2,Delta
BKG_19311,aaaaardf_s005_t003.pt,89,0,BACKGROUND,0.1181,True,2,Delta,2,Delta
BKG_19312,aaaaardf_s005_t003.pt,90,0,BACKGROUND,0.2554,True,2,Delta,2,Delta
BKG_19313,aaaaardf_s005_t003.pt,91,0,BACKGROUND,0.3685,True,39,Gamma,2,Delta
BKG_19314,aaaaardf_s005_t003.pt,92,0,BACKGROUND,0.2206,True,2,Delta,2,Delta
BKG_19315,aaaaardf_s005_t003.pt,93,0,BACKGROUND,0.0872,True,2,Delta,2,Delta
BKG_19316,aaaaardf_s005_t003.pt,94,0,BACKGROUND,0.2069,True,2,Delta,2,Delta
BKG_19317,aaaaardf_s005_t003.pt,95,0,BACKGROUND,0.1155,True,2,Delta,2,Delta
BKG_19318,aaaaardf_s005_t003.pt,96,0,BACKGROUND,0.2276,True,2,Delta,2,Delta
BKG_19319,aaaaardf_s005_t003.pt,97,0,BACKGROUND,0.1247,True,2,Delta,2,Delta
BKG_19320,aaaaardf_s005_t003.pt,98,0,BACKGROUND,0.0681,True,2,Delta,2,Delta
BKG_19321,aaaaardf_s005_t003.pt,99,0,BACKGROUND,0.1744,True,39,Gamma,2,Delta
BKG_19322,aaaaardf_s005_t003.pt,100,0,BACKGROUND,0.1264,True,2,Delta,2,Delta
BKG_19323,aaaaardf_s005_t003.pt,101,0,BACKGROUND,0.3316,True,21,Beta,2,Delta
BKG_19324,aaaaardf_s005_t003.pt,102,0,BACKGROUND,0.2781,True,2,Delta,2,Delta
BKG_19325,aaaaardf_s005_t003.pt,103,0,BACKGROUND,0.0882,True,2,Delta,2,Delta
BKG_19326,aaaaardf_s005_t003.pt,104,0,BACKGROUND,0.0955,True,2,Delta,2,Delta
BKG_19327,aaaaardf_s005_t003.pt,105,0,BACKGROUND,0.1195,True,2,Delta,2,Delta
BKG_19328,aaaaardf_s005_t003.pt,106,0,BACKGROUND,0.1039,True,2,Delta,2,Delta
BKG_19329,aaaaardf_s005_t003.pt,107,0,BACKGROUND,0.0772,True,2,Delta,2,Delta
BKG_19330,aaaaardf_s005_t003.pt,108,0,BACKGROUND,0.0604,True,2,Delta,2,Delta
BKG_19331,aaaaardf_s005_t003.pt,109,0,BACKGROUND,0.1549,True,2,Delta,2,Delta
BKG_19332,aaaaardf_s005_t003.pt,110,0,BACKGROUND,0.1637,True,39,Gamma,2,Delta
BKG_19333,aaaaardf_s005_t003.pt,111,0,BACKGROUND,0.1252,True,39,Gamma,2,Delta
BKG_19334,aaaaardf_s005_t003.pt,112,0,BACKGROUND,0.1238,True,2,Delta,2,Delta
BKG_19335,aaaaardf_s005_t003.pt,113,0,BACKGROUND,0.1639,True,2,Delta,2,Delta
BKG_19336,aaaaardf_s005_t003.pt,114,0,BACKGROUND,0.0922,True,2,Delta,2,Delta
BKG_19337,aaaaardf_s005_t003.pt,115,0,BACKGROUND,0.089,True,39,Gamma,2,Delta
BKG_19338,aaaaardf_s005_t003.pt,116,0,BACKGROUND,0.0736,True,2,Delta,2,Delta
BKG_19339,aaaaardf_s005_t003.pt,117,0,BACKGROUND,0.0711,True,2,Delta,2,Delta
BKG_19340,aaaaardf_s005_t003.pt,118,0,BACKGROUND,0.0965,True,2,Delta,2,Delta
BKG_19341,aaaaardf_s005_t003.pt,119,0,BACKGROUND,0.1688,True,2,Delta,2,Delta
BKG_19342,aaaaardf_s005_t003.pt,120,0,BACKGROUND,0.0888,True,2,Delta,2,Delta
BKG_19343,aaaaardf_s005_t003.pt,121,0,BACKGROUND,0.1382,True,2,Delta,2,Delta
BKG_19344,aaaaardf_s005_t004.pt,0,0,BACKGROUND,0.0084,True,11,Alpha,2,Delta
BKG_19345,aaaaardf_s005_t004.pt,1,0,BACKGROUND,0.0154,True,11,Alpha,2,Delta
BKG_19346,aaaaardf_s005_t004.pt,2,0,BACKGROUND,0.007,True,11,Alpha,2,Delta
BKG_19347,aaaaardf_s005_t004.pt,3,0,BACKGROUND,0.0122,True,12,Alpha,2,Delta
BKG_19348,aaaaardf_s005_t004.pt,4,0,BACKGROUND,0.0284,True,11,Alpha,2,Delta
BKG_19349,aaaaardf_s005_t004.pt,5,0,BACKGROUND,0.008,True,11,Alpha,2,Delta
BKG_19350,aaaaardf_s005_t004.pt,6,0,BACKGROUND,0.0114,True,11,Alpha,2,Delta
BKG_19351,aaaaardf_s005_t004.pt,7,0,BACKGROUND,0.0441,True,11,Alpha,2,Delta
BKG_19352,aaaaardf_s005_t004.pt,8,0,BACKGROUND,0.0091,True,11,Alpha,2,Delta
BKG_19353,aaaaardf_s005_t004.pt,9,0,BACKGROUND,0.0198,True,11,Alpha,2,Delta
BKG_19354,aaaaardf_s005_t004.pt,10,0,BACKGROUND,0.0084,True,11,Alpha,2,Delta
BKG_19355,aaaaardf_s005_t004.pt,11,0,BACKGROUND,0.0083,True,12,Alpha,2,Delta
BKG_19356,aaaaardf_s005_t004.pt,12,0,BACKGROUND,0.0081,True,11,Alpha,2,Delta
BKG_19357,aaaaardf_s005_t004.pt,13,0,BACKGROUND,0.0323,True,11,Alpha,2,Delta
BKG_19358,aaaaardf_s005_t004.pt,14,0,BACKGROUND,0.0207,True,11,Alpha,2,Delta
BKG_19359,aaaaardf_s005_t004.pt,15,0,BACKGROUND,0.0422,True,2,Delta,2,Delta
BKG_19360,aaaaardf_s005_t004.pt,16,0,BACKGROUND,0.0473,True,11,Alpha,2,Delta
BKG_19361,aaaaardf_s005_t004.pt,17,0,BACKGROUND,0.017,True,2,Delta,2,Delta
BKG_19362,aaaaardf_s005_t004.pt,18,0,BACKGROUND,0.0393,True,30,Beta,2,Delta
BKG_19363,aaaaardf_s005_t004.pt,19,0,BACKGROUND,0.04,True,11,Alpha,2,Delta
BKG_19364,aaaaardf_s005_t004.pt,20,0,BACKGROUND,0.0152,True,11,Alpha,2,Delta
BKG_19365,aaaaardf_s005_t004.pt,21,0,BACKGROUND,0.0099,True,11,Alpha,2,Delta
BKG_19366,aaaaardf_s005_t004.pt,22,0,BACKGROUND,0.0139,True,11,Alpha,2,Delta
BKG_19367,aaaaardf_s005_t004.pt,23,0,BACKGROUND,0.0077,True,11,Alpha,2,Delta
BKG_19368,aaaaardf_s005_t004.pt,24,0,BACKGROUND,0.0067,True,11,Alpha,2,Delta
BKG_19369,aaaaardf_s005_t004.pt,25,0,BACKGROUND,0.0161,True,11,Alpha,2,Delta
BKG_19370,aaaaardf_s005_t004.pt,26,0,BACKGROUND,0.0059,True,11,Alpha,2,Delta
BKG_19371,aaaaardf_s005_t004.pt,27,0,BACKGROUND,0.0077,True,2,Delta,2,Delta
BKG_19372,aaaaardf_s005_t004.pt,28,0,BACKGROUND,0.0141,True,2,Delta,2,Delta
BKG_19373,aaaaardf_s005_t004.pt,29,0,BACKGROUND,0.0094,True,2,Delta,2,Delta
BKG_19374,aaaaardf_s005_t004.pt,30,0,BACKGROUND,0.0034,True,11,Alpha,2,Delta
BKG_19375,aaaaardf_s005_t004.pt,31,0,BACKGROUND,0.0146,True,11,Alpha,2,Delta
BKG_19376,aaaaardf_s005_t004.pt,32,0,BACKGROUND,0.004,True,11,Alpha,2,Delta
BKG_19377,aaaaardf_s005_t004.pt,33,0,BACKGROUND,0.0047,True,11,Alpha,2,Delta
BKG_19378,aaaaardf_s005_t004.pt,34,0,BACKGROUND,0.0037,True,11,Alpha,2,Delta
BKG_19379,aaaaardf_s005_t004.pt,35,0,BACKGROUND,0.0153,True,11,Alpha,2,Delta
BKG_19380,aaaaardf_s005_t004.pt,36,0,BACKGROUND,0.0043,True,11,Alpha,2,Delta
BKG_19381,aaaaardf_s005_t004.pt,37,0,BACKGROUND,0.0047,True,11,Alpha,2,Delta
BKG_19382,aaaaardf_s005_t004.pt,38,0,BACKGROUND,0.0064,True,11,Alpha,2,Delta
BKG_19383,aaaaardf_s005_t004.pt,39,0,BACKGROUND,0.0153,True,11,Alpha,2,Delta
BKG_19384,aaaaardf_s005_t004.pt,40,0,BACKGROUND,0.0575,True,11,Alpha,2,Delta
BKG_19385,aaaaardf_s005_t004.pt,41,0,BACKGROUND,0.0054,True,21,Beta,2,Delta
BKG_19386,aaaaardf_s005_t004.pt,42,0,BACKGROUND,0.0065,True,11,Alpha,2,Delta
BKG_19387,aaaaardf_s005_t004.pt,43,0,BACKGROUND,0.0205,True,11,Alpha,2,Delta
BKG_19388,aaaaardf_s005_t004.pt,44,0,BACKGROUND,0.0112,True,11,Alpha,2,Delta
BKG_19389,aaaaardf_s005_t004.pt,45,0,BACKGROUND,0.0194,True,29,Beta,2,Delta
BKG_19390,aaaaardf_s005_t004.pt,46,0,BACKGROUND,0.0213,True,2,Delta,2,Delta
BKG_19391,aaaaardf_s005_t004.pt,47,0,BACKGROUND,0.0249,True,11,Alpha,2,Delta
BKG_19392,aaaaardf_s005_t004.pt,48,0,BACKGROUND,0.0063,True,2,Delta,2,Delta
BKG_19393,aaaaardf_s005_t004.pt,49,0,BACKGROUND,0.0084,True,11,Alpha,2,Delta
BKG_19394,aaaaardf_s005_t004.pt,50,0,BACKGROUND,0.0244,True,2,Delta,2,Delta
BKG_19395,aaaaardf_s005_t004.pt,51,0,BACKGROUND,0.0191,True,29,Beta,2,Delta
BKG_19396,aaaaardf_s005_t004.pt,52,0,BACKGROUND,0.0182,True,11,Alpha,2,Delta
BKG_19397,aaaaardf_s005_t004.pt,53,0,BACKGROUND,0.0141,True,11,Alpha,2,Delta
BKG_19398,aaaaardf_s005_t004.pt,54,0,BACKGROUND,0.0322,True,29,Beta,2,Delta
BKG_19399,aaaaardf_s005_t004.pt,55,0,BACKGROUND,0.0223,True,11,Alpha,2,Delta
BKG_19400,aaaaardf_s005_t004.pt,56,0,BACKGROUND,0.0073,True,11,Alpha,2,Delta
BKG_19401,aaaaardf_s005_t004.pt,57,0,BACKGROUND,0.0083,True,11,Alpha,2,Delta
BKG_19402,aaaaardf_s005_t004.pt,58,0,BACKGROUND,0.009,True,2,Delta,2,Delta
SEI_19403,aaaaardf_s005_t004.pt,59,1,BACKGROUND,0.0125,False,29,Beta,2,Delta
SEI_19404,aaaaardf_s005_t004.pt,60,1,BACKGROUND,0.17,False,11,Alpha,2,Delta
SEI_19405,aaaaardf_s005_t004.pt,61,1,BACKGROUND,0.0953,False,11,Alpha,2,Delta
SEI_19406,aaaaardf_s005_t004.pt,62,1,BACKGROUND,0.0161,False,11,Alpha,2,Delta
SEI_19407,aaaaardf_s005_t004.pt,63,1,BACKGROUND,0.0083,False,11,Alpha,2,Delta
BKG_19408,aaaaardf_s005_t004.pt,64,0,BACKGROUND,0.002,True,11,Alpha,2,Delta
BKG_19409,aaaaardf_s005_t004.pt,65,0,BACKGROUND,0.0074,True,11,Alpha,2,Delta
BKG_19410,aaaaardf_s005_t004.pt,66,0,BACKGROUND,0.0055,True,11,Alpha,2,Delta
BKG_19411,aaaaardf_s005_t004.pt,67,0,BACKGROUND,0.0208,True,11,Alpha,2,Delta
BKG_19412,aaaaardf_s005_t004.pt,68,0,BACKGROUND,0.0614,True,11,Alpha,2,Delta
BKG_19413,aaaaardf_s005_t004.pt,69,0,BACKGROUND,0.0141,True,11,Alpha,2,Delta
BKG_19414,aaaaardf_s005_t004.pt,70,0,BACKGROUND,0.016,True,11,Alpha,2,Delta
BKG_19415,aaaaardf_s005_t004.pt,71,0,BACKGROUND,0.0198,True,11,Alpha,2,Delta
BKG_19416,aaaaardf_s005_t004.pt,72,0,BACKGROUND,0.008,True,11,Alpha,2,Delta
BKG_19417,aaaaardf_s005_t004.pt,73,0,BACKGROUND,0.0165,True,11,Alpha,2,Delta
BKG_19418,aaaaardf_s005_t004.pt,74,0,BACKGROUND,0.0066,True,11,Alpha,2,Delta
BKG_19419,aaaaardf_s005_t004.pt,75,0,BACKGROUND,0.0109,True,11,Alpha,2,Delta
BKG_19420,aaaaardf_s005_t004.pt,76,0,BACKGROUND,0.0118,True,11,Alpha,2,Delta
BKG_19421,aaaaardf_s005_t004.pt,77,0,BACKGROUND,0.0099,True,11,Alpha,2,Delta
SEI_19422,aaaaardf_s005_t004.pt,78,1,BACKGROUND,0.0131,False,2,Delta,2,Delta
SEI_19423,aaaaardf_s005_t004.pt,79,1,BACKGROUND,0.0488,False,11,Alpha,2,Delta
SEI_19424,aaaaardf_s005_t004.pt,80,1,BACKGROUND,0.0111,False,11,Alpha,2,Delta
SEI_19425,aaaaardf_s005_t004.pt,81,1,BACKGROUND,0.0061,False,11,Alpha,2,Delta
BKG_19426,aaaaardf_s005_t004.pt,82,0,BACKGROUND,0.0193,True,11,Alpha,2,Delta
BKG_19427,aaaaardf_s005_t004.pt,83,0,BACKGROUND,0.006,True,11,Alpha,2,Delta
BKG_19428,aaaaardf_s005_t004.pt,84,0,BACKGROUND,0.0022,True,11,Alpha,2,Delta
BKG_19429,aaaaardf_s005_t004.pt,85,0,BACKGROUND,0.0051,True,2,Delta,2,Delta
BKG_19430,aaaaardf_s005_t004.pt,86,0,BACKGROUND,0.0049,True,11,Alpha,2,Delta
BKG_19431,aaaaardf_s005_t004.pt,87,0,BACKGROUND,0.0205,True,11,Alpha,2,Delta
BKG_19432,aaaaardf_s005_t004.pt,88,0,BACKGROUND,0.0302,True,29,Beta,2,Delta
BKG_19433,aaaaardf_s005_t004.pt,89,0,BACKGROUND,0.0138,True,11,Alpha,2,Delta
BKG_19434,aaaaardf_s005_t004.pt,90,0,BACKGROUND,0.0133,True,11,Alpha,2,Delta
BKG_19435,aaaaardf_s005_t004.pt,91,0,BACKGROUND,0.0091,True,11,Alpha,2,Delta
BKG_19436,aaaaardf_s005_t004.pt,92,0,BACKGROUND,0.0463,True,11,Alpha,2,Delta
BKG_19437,aaaaardf_s005_t004.pt,93,0,BACKGROUND,0.012,True,11,Alpha,2,Delta
BKG_19438,aaaaardf_s005_t004.pt,94,0,BACKGROUND,0.0094,True,11,Alpha,2,Delta
BKG_19439,aaaaardf_s005_t004.pt,95,0,BACKGROUND,0.0162,True,29,Beta,2,Delta
BKG_19440,aaaaardf_s005_t004.pt,96,0,BACKGROUND,0.0261,True,30,Beta,2,Delta
BKG_19441,aaaaardf_s005_t004.pt,97,0,BACKGROUND,0.0099,True,21,Beta,2,Delta
BKG_19442,aaaaardf_s005_t004.pt,98,0,BACKGROUND,0.0139,True,2,Delta,2,Delta
BKG_19443,aaaaardf_s005_t004.pt,99,0,BACKGROUND,0.0064,True,2,Delta,2,Delta
